"batsman","pacespin","format","batting_team","year","matches","runs","balls","wickets","fours","sixes","sr","bpw","nbsr"
"JO Holder","ALL","BBL","ALL",9999,3,62,34,1,7,4,182.4,34,43.5
"JO Holder","ALL","CPL","ALL",9999,39,519,405,35,35,31,128.1,11.6,56.9
"JO Holder","ALL","IPL","ALL",9999,15,173,144,12,9,10,120.1,12,61.6
"JO Holder","ALL","T20","ALL",9999,19,224,179,12,12,13,125.1,14.9,63.6
"JOA Gordon","ALL","T20","ALL",9999,1,1,2,0,0,0,50,999,50
"JOI Campbell","ALL","NTB","ALL",9999,1,6,8,1,1,0,75,8,28.6
"JOP Scamans","ALL","T20","ALL",9999,5,65,61,4,2,0,106.6,15.2,96.6
"JP Behrendorff","ALL","BBL","ALL",9999,7,19,21,2,1,0,90.5,10.5,75
"JP Behrendorff","ALL","NTB","ALL",9999,1,1,2,1,0,0,50,2,50
"JP Behrendorff","ALL","T20","ALL",9999,1,5,7,1,0,0,71.4,7,71.4
"JP Duminy","ALL","CPL","ALL",9999,12,290,212,10,17,15,136.8,21.2,73.3
"JP Duminy","ALL","IPL","ALL",9999,10,227,196,6,16,4,115.8,32.7,79
"JP Duminy","ALL","PSL","ALL",9999,9,251,247,7,22,8,101.6,35.3,53
"JP Duminy","ALL","T20","ALL",9999,17,406,286,10,24,20,142,28.6,78.5
"JP Faulkner","ALL","BBL","ALL",9999,26,325,300,13,13,9,108.3,23.1,78.8
"JP Faulkner","ALL","IPL","ALL",9999,11,131,115,7,11,0,113.9,16.4,83.7
"JP Faulkner","ALL","NTB","ALL",9999,16,158,128,10,10,6,123.4,12.8,73.2
"JP Faulkner","ALL","PSL","ALL",9999,5,90,53,4,4,7,169.8,13.2,76.2
"JP Faulkner","ALL","T20","ALL",9999,10,61,48,7,4,2,127.1,6.9,78.6
"JP Greaves","ALL","CPL","ALL",9999,6,111,110,5,12,2,100.9,22,53.1
"JP Inglis","ALL","BBL","ALL",9999,36,919,637,31,92,28,144.3,20.5,74.1
"JP Inglis","ALL","NTB","ALL",9999,14,531,302,11,63,24,175.8,27.5,62.8
"JP Kotze","ALL","T20","ALL",9999,18,363,309,17,27,18,117.5,18.2,55.7
"JP Wood","ALL","BBL","ALL",9999,1,2,3,1,0,0,66.7,3,66.7
"JPA Taylor","ALL","NTB","ALL",9999,1,3,6,1,0,0,50,6,50
"JPR Scantlebury-Searles","ALL","CPL","ALL",9999,18,138,126,12,14,6,109.5,10.5,43.4
"JPR Scantlebury-Searles","ALL","IPL","ALL",9999,2,8,6,1,0,1,133.3,6,40
"JR Dean","ALL","BBL","ALL",9999,11,163,130,9,11,12,125.4,14.4,43.9
"JR Doran","ALL","BBL","ALL",9999,5,43,54,5,2,0,79.6,10.8,67.3
"JR Hazlewood","ALL","BBL","ALL",9999,1,12,3,0,3,0,400,999,NA
"JR Hazlewood","ALL","T20","ALL",9999,4,19,11,2,2,1,172.7,5.5,62.5
"JR Hopes","ALL","BBL","ALL",9999,3,19,8,1,3,0,237.5,8,140
"JR Philippe","ALL","BBL","ALL",9999,47,1297,909,39,131,36,142.7,23.3,75.1
"JR Philippe","ALL","IPL","ALL",9999,5,78,77,4,9,1,101.3,19.2,53.7
"JR Philippe","ALL","T20","ALL",9999,10,138,126,10,8,5,109.5,12.6,67.3
"JRMVB Sanjaya","ALL","T20","ALL",9999,5,20,18,3,3,0,111.1,6,53.3
"JS Floros","ALL","BBL","ALL",9999,4,17,27,4,2,0,63,6.8,36
"JS Foster","ALL","NTB","ALL",9999,17,162,127,13,16,3,127.6,9.8,74.1
"JS Kundi","ALL","T20","ALL",9999,4,9,22,4,1,0,40.9,5.5,23.8
"JS Lehmann","ALL","BBL","ALL",9999,25,268,246,21,25,3,108.9,11.7,68.8
"JS Lenton","ALL","BBL","ALL",9999,10,131,95,6,8,6,137.9,15.8,77.8
"JS Louis","ALL","CPL","ALL",9999,2,11,20,0,1,0,55,999,36.8
"JS Malhotra","ALL","T20","ALL",9999,12,303,207,10,20,18,146.4,20.7,68
"JS Paris","ALL","BBL","ALL",9999,4,16,20,2,1,0,80,10,63.2
"JS Patel","ALL","NTB","ALL",9999,27,94,93,17,4,3,101.1,5.5,69.8
"JS Rymell","ALL","NTB","ALL",9999,1,21,17,1,4,0,123.5,17,38.5
"JT Ball","ALL","BBL","ALL",9999,1,4,6,1,1,0,66.7,6,0
"JT Ball","ALL","NTB","ALL",9999,10,37,40,5,1,2,92.5,8,56.8
"JT Smuts","ALL","CPL","ALL",9999,3,59,40,3,5,4,147.5,13.3,48.4
"JT Smuts","ALL","T20","ALL",9999,13,174,165,13,18,6,105.5,12.7,46.8
"JTA Burnham","ALL","NTB","ALL",9999,20,196,218,19,12,5,89.9,11.5,58.7
"Jubaid Ahamed","ALL","T20","ALL",9999,5,70,61,4,4,4,114.8,15.2,56.6
"Jun Hyunwoo","ALL","T20","ALL",9999,6,83,61,5,7,4,136.1,12.2,62
"Junaid Aziz","ALL","T20","ALL",9999,3,30,30,3,3,1,100,10,46.2
"Junaid Khan","ALL","NTB","ALL",9999,2,1,3,1,0,0,33.3,3,33.3
"Junaid Khan","ALL","PSL","ALL",9999,8,6,15,3,0,0,40,5,40
"Junaid Mehmood","ALL","T20","ALL",9999,1,2,10,1,0,0,20,10,20
"Junaid Sheikh","ALL","T20","ALL",9999,3,19,20,3,1,1,95,6.7,50
"Junaid Siddique (2)","ALL","T20","ALL",9999,5,5,18,4,0,0,27.8,4.5,27.8
"Junaid Siddiqui","ALL","T20","ALL",9999,2,11,11,0,1,0,100,999,70
"JW Chilia","ALL","T20","ALL",9999,8,39,40,4,4,0,97.5,10,63.9
"JW Dernbach","ALL","CPL","ALL",9999,3,21,20,2,1,1,105,10,61.1
"JW Dernbach","ALL","NTB","ALL",9999,11,26,36,6,0,1,72.2,6,57.1
"JW Dernbach","ALL","T20","ALL",9999,2,7,11,1,1,0,63.6,11,30
"JW Hastings","ALL","BBL","ALL",9999,5,51,38,3,3,3,134.2,12.7,65.6
"JW Hastings","ALL","NTB","ALL",9999,9,179,100,7,17,12,179,14.3,54.9
"JW Hastings","ALL","PSL","ALL",9999,2,5,8,1,1,0,62.5,8,14.3
"JW Hastings","ALL","T20","ALL",9999,3,14,19,3,1,0,73.7,6.3,55.6
"JW Jenner","ALL","T20","ALL",9999,20,590,502,16,46,19,117.5,31.4,66.8
"JW Shutt","ALL","NTB","ALL",9999,3,1,3,1,0,0,33.3,3,33.3
"JW Wells","ALL","BBL","ALL",9999,61,1487,1221,41,116,25,121.8,29.8,80.8
"JW Wells","ALL","PSL","ALL",9999,1,55,43,0,6,3,127.9,999,38.2
"JWN Moses","ALL","T20","ALL",9999,9,59,56,7,4,3,105.4,8,51
"K Ahir","ALL","T20","ALL",9999,3,10,18,2,0,0,55.6,9,55.6
"K Alleyne","ALL","CPL","ALL",9999,1,0,1,1,0,0,0,1,0
"K Aswani","ALL","T20","ALL",9999,2,40,39,1,3,1,102.6,39,62.9
"K Bhurtel","ALL","T20","ALL",9999,5,278,198,4,24,16,140.4,49.5,54.4
"K Birkenstock","ALL","T20","ALL",9999,4,81,45,3,9,4,180,15,65.6
"K Cawte","ALL","T20","ALL",9999,2,2,7,2,0,0,28.6,3.5,28.6
"K Christie","ALL","T20","ALL",9999,3,14,18,1,0,0,77.8,18,77.8
"K Dasan","ALL","T20","ALL",9999,3,8,13,3,0,0,61.5,4.3,61.5
"K Doriga","ALL","T20","ALL",9999,17,204,182,15,7,7,112.1,12.1,79.8
"K Gilham","ALL","T20","ALL",9999,3,15,13,0,1,0,115.4,999,91.7
"K Gore","ALL","T20","ALL",9999,3,37,21,1,3,2,176.2,21,81.2
"K Gowtham","ALL","IPL","ALL",9999,19,186,110,13,13,12,169.1,8.5,72.9
"K Irakoze","ALL","T20","ALL",9999,5,20,22,4,1,0,90.9,5.5,76.2
"K Joshi","ALL","T20","ALL",9999,1,14,22,1,0,0,63.6,22,63.6
"K Kaul","ALL","T20","ALL",9999,1,10,12,1,1,0,83.3,12,54.5
"K Lesporis","ALL","CPL","ALL",9999,1,15,11,1,2,0,136.4,11,77.8
"K Lewis","ALL","CPL","ALL",9999,19,459,319,19,35,31,143.9,16.8,52.6
"K Loday","ALL","T20","ALL",9999,1,0,1,0,0,0,0,999,0
"K Mendon","ALL","T20","ALL",9999,6,121,118,5,9,3,102.5,23.6,63.2
"K Mira","ALL","T20","ALL",9999,5,32,58,5,2,0,55.2,11.6,42.9
"K Mirpuri","ALL","T20","ALL",9999,1,21,27,0,1,0,77.8,999,65.4
"K Modise","ALL","T20","ALL",9999,3,16,16,3,2,1,100,5.3,15.4
"K Mothlhanka","ALL","T20","ALL",9999,7,115,123,7,11,2,93.5,17.6,53.6
"K Motlanka","ALL","T20","ALL",9999,8,224,187,5,25,6,119.8,37.4,56.4
"K Nassoro","ALL","T20","ALL",9999,1,6,6,0,1,0,100,999,40
"K Nestor","ALL","T20","ALL",9999,9,67,106,6,5,0,63.2,17.7,46.5
"K Nima","ALL","T20","ALL",9999,2,3,9,1,0,0,33.3,9,33.3
"K Noema-Barnett","ALL","NTB","ALL",9999,22,353,228,18,19,27,154.8,12.7,63.2
"K Pierre","ALL","CPL","ALL",9999,8,20,24,4,1,1,83.3,6,45.5
"K Pierre","ALL","T20","ALL",9999,4,17,23,2,2,0,73.9,11.5,42.9
"K Rabada","ALL","IPL","ALL",9999,16,139,134,10,11,4,103.7,13.4,59.7
"K Rabada","ALL","NTB","ALL",9999,4,3,8,2,0,0,37.5,4,37.5
"K Rabada","ALL","T20","ALL",9999,12,116,97,4,11,5,119.6,24.2,51.9
"K Roca","ALL","T20","ALL",9999,5,12,37,5,1,0,32.4,7.4,22.2
"K Santokie","ALL","CPL","ALL",9999,14,74,75,7,4,4,98.7,10.7,50.7
"K Senamontree","ALL","T20","ALL",9999,1,1,4,1,0,0,25,4,25
"K Sinclair","ALL","CPL","ALL",9999,5,12,34,5,0,0,35.3,6.8,35.3
"K Sinclair","ALL","T20","ALL",9999,2,3,9,1,0,0,33.3,9,33.3
"K Subramanian","ALL","T20","ALL",9999,1,3,2,0,0,0,150,999,150
"K Suresh","ALL","T20","ALL",9999,1,5,11,1,0,0,45.5,11,45.5
"K Suttisan","ALL","T20","ALL",9999,4,4,7,4,1,0,57.1,1.8,0
"K Takahashi","ALL","T20","ALL",9999,1,4,7,0,0,0,57.1,999,57.1
"K Vislapuu","ALL","T20","ALL",9999,1,0,1,1,0,0,0,1,0
"K Waiswa","ALL","T20","ALL",9999,6,74,91,5,5,2,81.3,18.2,50
"K Wakita","ALL","T20","ALL",9999,3,41,39,2,1,1,105.1,19.5,83.8
"K Yadav","ALL","IPL","ALL",9999,1,0,4,0,0,0,0,999,0
"KA Hope","ALL","CPL","ALL",9999,4,65,62,4,6,2,104.8,15.5,53.7
"KA Jamieson","ALL","IPL","ALL",9999,7,65,56,4,5,3,116.1,14,56.2
"KA Jamieson","ALL","NTB","ALL",9999,4,46,31,2,4,2,148.4,15.5,72
"KA Jamieson","ALL","T20","ALL",9999,2,41,27,2,7,0,151.9,13.5,65
"KA Maharaj","ALL","NTB","ALL",9999,1,9,12,0,0,0,75,999,75
"KA Maharaj","ALL","T20","ALL",9999,1,0,2,1,0,0,0,2,0
"KA Pollard","ALL","BBL","ALL",9999,12,211,151,11,11,10,139.7,13.7,82.3
"KA Pollard","ALL","CPL","ALL",9999,54,1553,967,39,96,110,160.6,24.8,66.9
"KA Pollard","ALL","IPL","ALL",9999,73,1540,1013,51,95,106,152,19.9,64.5
"KA Pollard","ALL","PSL","ALL",9999,30,650,391,20,48,44,166.2,19.6,64.9
"KA Pollard","ALL","T20","ALL",9999,37,804,615,30,36,60,130.7,20.5,57.8
"Kaleem Shah","ALL","T20","ALL",9999,3,30,34,2,5,0,88.2,17,34.5
"Kaleemullah","ALL","T20","ALL",9999,3,14,12,3,1,1,116.7,4,40
"Kamran Akmal","ALL","CPL","ALL",9999,5,29,33,5,2,1,87.9,6.6,50
"Kamran Akmal","ALL","PSL","ALL",9999,66,1756,1284,64,190,81,136.8,20.1,50.3
"Kamran Akmal","ALL","T20","ALL",9999,4,90,80,4,10,4,112.5,20,39.4
"Kamran Ghulam","ALL","PSL","ALL",9999,1,9,12,1,0,0,75,12,75
"Kamran Khan (2)","ALL","T20","ALL",9999,15,251,211,15,21,16,119,14.1,40.8
"KAR Hodge","ALL","CPL","ALL",9999,6,48,49,6,5,1,98,8.2,51.2
"Karan KC","ALL","T20","ALL",9999,18,286,158,12,12,26,181,13.2,68.3
"Karim Janat","ALL","T20","ALL",9999,20,328,276,17,24,15,118.8,16.2,59.9
"Karim Sadiq","ALL","T20","ALL",9999,8,143,124,8,16,2,115.3,15.5,63.2
"Kartik Tyagi","ALL","IPL","ALL",9999,4,6,10,2,0,0,60,5,60
"Karweng NG","ALL","T20","ALL",9999,8,49,65,8,1,2,75.4,8.1,53.2
"Kashif Daud","ALL","T20","ALL",9999,3,40,22,1,3,2,181.8,22,94.1
"Kashif Hussain","ALL","T20","ALL",9999,1,1,1,0,0,0,100,999,100
"KC Cariappa","ALL","IPL","ALL",9999,5,24,21,3,0,2,114.3,7,63.2
"KC D'Souza","ALL","T20","ALL",9999,9,138,109,6,11,6,126.6,18.2,63
"KC Ramamoorthy","ALL","T20","ALL",9999,4,72,70,4,8,1,102.9,17.5,55.7
"KC Sangakkara","ALL","BBL","ALL",9999,10,98,93,9,8,1,105.4,10.3,71.4
"KC Sangakkara","ALL","CPL","ALL",9999,22,647,473,19,69,17,136.8,24.9,69.5
"KC Sangakkara","ALL","NTB","ALL",9999,12,346,219,12,39,9,158,18.2,79.5
"KC Sangakkara","ALL","PSL","ALL",9999,23,613,485,22,64,17,126.4,22,63.1
"KD Karthik","ALL","IPL","ALL",9999,85,1840,1341,63,181,55,137.2,21.3,71.1
"KD Karthik","ALL","T20","ALL",9999,17,299,190,6,28,14,157.4,31.7,69.6
"KD Kesuma","ALL","T20","ALL",9999,1,1,3,1,0,0,33.3,3,33.3
"KD Mehta","ALL","T20","ALL",9999,1,1,2,1,0,0,50,2,50
"KD Shah","ALL","T20","ALL",9999,25,478,413,21,44,12,115.7,19.7,64.4
"KDK Vithanage","ALL","T20","ALL",9999,1,1,4,1,0,0,25,4,25
"KF Bakiweyem","ALL","T20","ALL",9999,3,13,28,3,0,0,46.4,9.3,46.4
"KH Pandya","ALL","IPL","ALL",9999,69,1144,828,51,105,46,138.2,16.2,66.2
"KH Pandya","ALL","T20","ALL",9999,10,124,95,5,8,6,130.5,19,69.1
"KH Prajapati","ALL","T20","ALL",9999,2,24,26,2,1,2,92.3,13,34.8
"Khaibar Deldar","ALL","T20","ALL",9999,3,7,10,3,1,0,70,3.3,33.3
"Khaled Khan","ALL","T20","ALL",9999,1,28,18,1,1,2,155.6,18,80
"Khalid Ahmadi","ALL","T20","ALL",9999,5,73,37,2,9,3,197.3,18.5,76
"Khalid Latif","ALL","PSL","ALL",9999,7,206,173,6,11,9,119.1,28.8,70.6
"Khalid Latif","ALL","T20","ALL",9999,6,203,178,4,22,5,114,44.5,56.3
"Khalid Usman","ALL","PSL","ALL",9999,2,24,23,1,1,1,104.3,23,66.7
"Khalid Zahid","ALL","T20","ALL",9999,6,68,43,4,7,2,158.1,10.8,82.4
"Khawar Abbas","ALL","T20","ALL",9999,1,12,14,1,2,0,85.7,14,33.3
"Khawar Ali","ALL","T20","ALL",9999,21,368,349,20,39,12,105.4,17.4,47
"Khawar Zafar","ALL","T20","ALL",9999,1,5,3,1,1,0,166.7,3,50
"KHD Barker","ALL","NTB","ALL",9999,5,49,41,4,3,2,119.5,10.2,69.4
"Khin Aye","ALL","T20","ALL",9999,4,12,70,4,0,1,17.1,17.5,8.7
"Khizar Hayat","ALL","T20","ALL",9999,9,110,97,7,10,2,113.4,13.9,68.2
"Khizer Ahmed","ALL","T20","ALL",9999,4,32,46,2,1,0,69.6,23,62.2
"Khurram Manzoor","ALL","PSL","ALL",9999,7,184,161,7,21,3,114.3,23,59.9
"Khurram Manzoor","ALL","T20","ALL",9999,3,11,28,3,1,0,39.3,9.3,25.9
"Khurram Nawaz","ALL","T20","ALL",9999,13,211,179,10,11,10,117.9,17.9,67.7
"Khurram Shahzad","ALL","T20","ALL",9999,5,36,55,3,1,0,65.5,18.3,59.3
"Khurram Shahzad (2)","ALL","PSL","ALL",9999,3,14,29,3,0,0,48.3,9.7,48.3
"Khushdil Shah","ALL","PSL","ALL",9999,21,385,297,13,20,21,129.6,22.8,69.9
"Khushdil Shah","ALL","T20","ALL",9999,9,130,119,6,13,4,109.2,19.8,52.9
"KIC Asalanka","ALL","T20","ALL",9999,9,295,222,8,26,12,132.9,27.8,64.7
"Kim Daeyeon","ALL","T20","ALL",9999,5,112,89,4,10,6,125.8,22.2,49.3
"Kim Yongtae","ALL","T20","ALL",9999,4,42,37,3,5,1,113.5,12.3,51.6
"KJ Abbott","ALL","IPL","ALL",9999,3,13,8,1,0,1,162.5,8,100
"KJ Abbott","ALL","NTB","ALL",9999,11,95,74,9,8,3,128.4,8.2,71.4
"KJ Abbott","ALL","T20","ALL",9999,2,8,6,0,1,0,133.3,999,80
"KJ Coetzer","ALL","NTB","ALL",9999,2,6,12,2,0,0,50,6,50
"KJ Coetzer","ALL","T20","ALL",9999,41,878,693,40,97,30,126.7,17.3,54.8
"KJ Cottoy","ALL","CPL","ALL",9999,7,106,89,3,8,4,119.1,29.7,64.9
"KJ Ferrary","ALL","T20","ALL",9999,4,43,53,4,6,0,81.1,13.2,40.4
"KJ O'Brien","ALL","NTB","ALL",9999,8,115,104,7,12,1,110.6,14.9,67
"KJ O'Brien","ALL","T20","ALL",9999,63,1412,1051,62,124,57,134.3,17,66
"KJ Patel","ALL","T20","ALL",9999,3,8,29,0,1,0,27.6,999,14.3
"KJ Young","ALL","T20","ALL",9999,7,19,55,6,2,0,34.5,9.2,20.8
"KK Ahmed","ALL","IPL","ALL",9999,3,1,5,3,0,0,20,1.7,20
"KK Ahmed","ALL","T20","ALL",9999,1,1,1,0,0,0,100,999,100
"KK Cooper","ALL","CPL","ALL",9999,14,153,95,8,10,11,161.1,11.9,63.5
"KK Cooper","ALL","PSL","ALL",9999,3,10,11,2,1,0,90.9,5.5,60
"KK Jennings","ALL","NTB","ALL",9999,46,1248,1024,31,95,25,121.9,33,79.4
"KK Lin Thu","ALL","T20","ALL",9999,3,4,9,3,1,0,44.4,3,0
"KK Nair","ALL","IPL","ALL",9999,41,960,762,38,104,25,126,20.1,62.2
"KL Nagarkoti","ALL","IPL","ALL",9999,7,22,33,4,1,0,66.7,8.2,56.2
"KL Rahul","ALL","IPL","ALL",9999,67,2951,2100,56,258,126,140.5,37.5,67.8
"KL Rahul","ALL","T20","ALL",9999,50,1766,1227,44,159,71,143.9,27.9,70.6
"KM Jadhav","ALL","IPL","ALL",9999,39,612,527,28,56,19,116.1,18.8,60.6
"KM Jadhav","ALL","T20","ALL",9999,4,108,86,4,11,3,125.6,21.5,63.9
"KM Jarvis","ALL","NTB","ALL",9999,1,9,8,0,1,0,112.5,999,71.4
"KM Jarvis","ALL","T20","ALL",9999,6,46,47,4,1,4,97.9,11.8,42.9
"KM Umair","ALL","T20","ALL",9999,1,3,8,1,0,0,37.5,8,37.5
"KMA Paul","ALL","BBL","ALL",9999,1,8,9,1,1,0,88.9,9,50
"KMA Paul","ALL","CPL","ALL",9999,26,289,242,18,8,19,119.4,13.4,66.5
"KMA Paul","ALL","IPL","ALL",9999,6,18,25,5,1,1,72,5,34.8
"KMA Paul","ALL","T20","ALL",9999,14,168,143,8,8,11,117.5,17.9,56.5
"KMC Bandara","ALL","T20","ALL",9999,1,2,4,0,0,0,50,999,50
"KMDN Kulasekara","ALL","NTB","ALL",9999,1,0,2,1,0,0,0,2,0
"KMDN Kulasekara","ALL","T20","ALL",9999,9,63,56,6,6,1,112.5,9.3,67.3
"KN Mussa","ALL","T20","ALL",9999,4,41,47,3,4,1,87.2,15.7,45.2
"KNA Bandara","ALL","T20","ALL",9999,4,83,78,3,4,3,106.4,26,69
"KOA Powell","ALL","CPL","ALL",9999,4,53,55,4,4,1,96.4,13.8,62
"KOK Williams","ALL","CPL","ALL",9999,14,26,61,6,0,0,42.6,10.2,42.6
"KOK Williams","ALL","T20","ALL",9999,5,19,17,3,1,1,111.8,5.7,60
"KP Pietersen","ALL","BBL","ALL",9999,22,712,504,20,64,24,141.3,25.2,75
"KP Pietersen","ALL","IPL","ALL",9999,4,73,61,3,4,3,119.7,20.3,72.2
"KP Pietersen","ALL","NTB","ALL",9999,2,56,43,2,1,5,130.2,21.5,59.5
"KP Pietersen","ALL","PSL","ALL",9999,25,611,440,23,43,30,138.9,19.1,70.6
"KR Brown","ALL","NTB","ALL",9999,28,673,520,27,62,19,129.4,19.3,70.8
"KR Ebanks","ALL","T20","ALL",9999,4,15,26,4,1,0,57.7,6.5,44
"KR Mayers","ALL","CPL","ALL",9999,28,484,421,24,29,28,115,17.5,54.9
"KR Mayers","ALL","NTB","ALL",9999,2,28,23,2,2,1,121.7,11.5,70
"KR Mayers","ALL","T20","ALL",9999,2,25,18,1,1,2,138.9,18,60
"KR Patterson","ALL","BBL","ALL",9999,20,415,376,18,43,3,110.4,20.9,68.2
"KR Smith","ALL","BBL","ALL",9999,2,3,8,2,0,0,37.5,4,37.5
"KRP Silva","ALL","T20","ALL",9999,4,53,27,3,2,5,196.3,9,75
"KS Bagabena","ALL","T20","ALL",9999,5,44,45,3,2,0,97.8,15,83.7
"KS Bharat","ALL","IPL","ALL",9999,6,191,156,5,10,8,122.4,31.2,74.6
"KS Carlson","ALL","NTB","ALL",9999,29,465,364,28,41,14,127.7,13,70.2
"KS Leverock","ALL","T20","ALL",9999,12,171,133,9,12,11,128.6,14.8,51.8
"KS Melius","ALL","CPL","ALL",9999,2,20,21,2,1,1,95.2,10.5,52.6
"KS Velani","ALL","NTB","ALL",9999,6,62,57,6,9,2,108.8,9.5,30.4
"KS Williamson","ALL","CPL","ALL",9999,10,172,193,10,13,3,89.1,19.3,57.6
"KS Williamson","ALL","IPL","ALL",9999,60,1859,1412,46,166,55,131.7,30.7,72.6
"KS Williamson","ALL","NTB","ALL",9999,16,490,363,13,44,14,135,27.9,75.4
"KS Williamson","ALL","T20","ALL",9999,48,1362,1126,41,120,37,121,27.5,68.1
"KSA McKenzie","ALL","CPL","ALL",9999,5,67,70,5,6,2,95.7,14,50
"KSB Tavo","ALL","T20","ALL",9999,6,32,46,5,3,0,69.6,9.2,46.5
"Kuldeep Lal","ALL","T20","ALL",9999,5,37,36,4,5,0,102.8,9,54.8
"Kuldeep Singh","ALL","T20","ALL",9999,3,8,16,3,0,0,50,5.3,50
"Kuldeep Yadav","ALL","IPL","ALL",9999,11,58,77,6,5,0,75.3,12.8,52.8
"Kuldeep Yadav","ALL","T20","ALL",9999,3,43,47,1,2,0,91.5,47,77.8
"Kumar Subba","ALL","T20","ALL",9999,1,2,8,1,0,0,25,8,25
"Kushal Malla","ALL","T20","ALL",9999,7,149,88,4,11,12,169.3,22,50.8
"KV Morea","ALL","T20","ALL",9999,3,15,14,1,0,1,107.1,14,69.2
"KV Sharma","ALL","IPL","ALL",9999,9,85,71,6,8,3,119.7,11.8,58.3
"KW Richardson","ALL","BBL","ALL",9999,19,145,112,7,8,6,129.5,16,78.6
"KW Richardson","ALL","IPL","ALL",9999,1,1,1,0,0,0,100,999,100
"KW Richardson","ALL","T20","ALL",9999,4,16,15,3,1,0,106.7,5,85.7
"KY Ottley","ALL","CPL","ALL",9999,2,40,43,2,6,0,93,21.5,43.2
"KZ Rehmtullah","ALL","T20","ALL",9999,2,33,24,2,2,2,137.5,12,65
"L Banks","ALL","NTB","ALL",9999,5,34,21,2,2,1,161.9,10.5,111.1
"L Bowe","ALL","BBL","ALL",9999,3,2,4,2,0,0,50,2,50
"L Bruce","ALL","T20","ALL",9999,7,270,226,5,20,2,119.5,45.2,87.3
"L Canessane","ALL","T20","ALL",9999,2,12,9,1,1,0,133.3,9,100
"L Doneathy","ALL","NTB","ALL",9999,2,10,8,1,1,0,125,8,85.7
"L Emilio","ALL","T20","ALL",9999,4,19,21,3,2,0,90.5,7,57.9
"L Evile","ALL","T20","ALL",9999,1,1,6,1,0,0,16.7,6,16.7
"L Gregory","ALL","BBL","ALL",9999,12,173,131,9,13,8,132.1,14.6,66.4
"L Gregory","ALL","NTB","ALL",9999,51,925,601,41,93,32,153.9,14.7,75.8
"L Gregory","ALL","PSL","ALL",9999,5,117,73,3,8,6,160.3,24.3,83.1
"L Gregory","ALL","T20","ALL",9999,6,45,41,6,2,2,109.8,6.8,67.6
"L Hyde","ALL","T20","ALL",9999,5,30,50,5,0,0,60,10,60
"L Karlsson","ALL","T20","ALL",9999,2,13,18,2,1,0,72.2,9,52.9
"L Lamin","ALL","T20","ALL",9999,12,185,211,9,11,4,87.7,23.4,59.7
"L Louwrens","ALL","T20","ALL",9999,6,258,154,4,27,10,167.5,38.5,76.9
"L Monanthane","ALL","T20","ALL",9999,2,2,4,2,0,0,50,2,50
"L Ngidi","ALL","T20","ALL",9999,5,7,17,4,0,0,41.2,4.2,41.2
"L Pope","ALL","BBL","ALL",9999,4,6,11,2,1,0,54.5,5.5,20
"L Ronchi","ALL","CPL","ALL",9999,16,415,290,14,37,18,143.1,20.7,67.7
"L Ronchi","ALL","NTB","ALL",9999,18,514,293,17,60,24,175.4,17.2,62.2
"L Ronchi","ALL","PSL","ALL",9999,31,1020,614,28,116,50,166.1,21.9,57.1
"L Ronchi","ALL","T20","ALL",9999,10,50,42,8,3,2,119,5.2,70.3
"L Scott","ALL","BBL","ALL",9999,1,10,12,1,1,0,83.3,12,54.5
"L Sematimba","ALL","T20","ALL",9999,1,9,10,1,1,0,90,10,55.6
"L Shafeeg","ALL","T20","ALL",9999,3,26,22,1,2,1,118.2,22,63.2
"L Siaka","ALL","T20","ALL",9999,21,280,251,19,28,7,111.6,13.2,58.3
"L Sipamla","ALL","T20","ALL",9999,2,8,11,1,1,0,72.7,11,40
"L Sreekumar","ALL","T20","ALL",9999,1,0,1,1,0,0,0,1,0
"L Trevaskis","ALL","NTB","ALL",9999,27,229,192,16,13,11,119.3,12,66.1
"L Tucker","ALL","T20","ALL",9999,16,158,151,15,15,1,104.6,10.1,68.1
"L Wood","ALL","NTB","ALL",9999,18,90,90,11,5,2,100,8.2,69.9
"L Zulu","ALL","T20","ALL",9999,1,2,5,1,0,0,40,5,40
"LA Collado","ALL","T20","ALL",9999,4,17,27,2,1,0,63,13.5,50
"LA Dawson","ALL","NTB","ALL",9999,48,948,793,40,68,19,119.5,19.8,79.6
"LA Dawson","ALL","PSL","ALL",9999,19,363,289,16,18,16,125.6,18.1,76.5
"LA Dawson","ALL","T20","ALL",9999,2,17,8,1,2,1,212.5,8,60
"LA Dunbar","ALL","T20","ALL",9999,3,71,54,2,5,6,131.5,27,34.9
"LA Procter","ALL","NTB","ALL",9999,13,136,127,11,11,1,107.1,11.5,74.8
"Lalit Yadav","ALL","IPL","ALL",9999,5,68,73,2,7,0,93.2,36.5,60.6
"LB Ferbrache","ALL","T20","ALL",9999,7,97,101,5,5,3,96,20.2,63.4
"LB Williams","ALL","T20","ALL",9999,2,4,7,0,0,0,57.1,999,57.1
"LBK Hollman","ALL","NTB","ALL",9999,17,269,205,12,22,8,131.2,17.1,76
"LC Hatcher","ALL","BBL","ALL",9999,3,16,18,2,1,1,88.9,9,37.5
"LC Le Tissier","ALL","T20","ALL",9999,7,69,73,4,7,0,94.5,18.2,62.1
"LC Norwell","ALL","NTB","ALL",9999,2,2,3,1,0,0,66.7,3,66.7
"LD Chandimal","ALL","T20","ALL",9999,31,636,599,26,56,13,106.2,23,63
